Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
BetWarrior.bet,BetWarrior.bet,Cold,bet - estudo,87,gambling & casinos,wladimir.barros@paylivre.com,http://www.betwarrior.bet.ar,http://www.linkedin.com/company/betwarrior,"","","",Buenos Aires,Autonomous City of Buenos Aires,Argentina,"","Buenos Aires, Autonomous City of Buenos Aires, Argentina","gambling, casino, gaming, sports betting, online gaming, egaming, entertainment, sports, games","",BetWarrior,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, React Redux, React, Mobile Friendly","","","","","","",6317ef7f33628b008cf5b053,"","We are an exciting new gaming company based Latam & Europa. Our innovative sports betting and casino games will rock your world. 
We have a burning desire to make gaming great entertainment and socially acceptable. We want it to be fun for our customers and our teams. 
We are BetWarrior.
Find out more about us at www.betwarrior.bet
Apply now to joinus@betwarrior.com",2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631dee2edf2302000133cab8/picture
Sports Betting USA and Sports Betting Investor Summit 2020,Sports Betting USA and Sports Betting Investor Summit 2020,Cold,bet - estudo,1,gambling & casinos,"",http://www.sportsbettingusaconference.com,http://www.linkedin.com/company/sports-betting-usa,"","","",New York,New York,United States,"","New York, New York, United States","sports betting, wagering, sportsbooks, casinos","","","Amazon AWS, Apache, Google Font API, Adobe Coldfusion, YouTube, Google Analytics, Google Play, Google Tag Manager, Piwik, Mobile Friendly","","","","","","",6324759e0a081c00a3628415,"","This November, the Sports Betting USA and Sports Betting Investor Summit will return to unite the world of sports betting, media and investment. In what has become a not-to-be missed touchpoint for the industry, this time round we will be delivering an immersive digital experience to keep you up-to-date with cutting-edge thinking, make influential connections and uncover new opportunities in this ever-evolving space.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6315e7d610421100012f8538/picture
SCCG Management,SCCG Management,Cold,bet - estudo,15,gambling & casinos,"",http://www.sccgmanagement.com,http://www.linkedin.com/company/sccg-management,"","",105 E Reno Ave,Las Vegas,Nevada,United States,89119,"105 E Reno Ave, Las Vegas, Nevada, United States, 89119","casinos, sports betting, esports, gaming technology, affiliate marketing",(403) 531-1710,"SCCG Management, lead by Founder, Stephen A. Crystal, are casino and 
iGaming consultants for sports betting, esports, sports data, affiliate 
marketing, CRM, fantasy sports, virtual sports, SEO, IP Protection, Capital 
Formation, M&A, Joint Venture and Business Development and Government 
Affairs for clients like Betfred, Bettorlogic, Golden Race, Scout Gaming 
Group, Sporting Solutions, Stack Digital","Gmail, Google Apps, Google Analytics, Google Tag Manager, YouTube, Typekit","","","","","","",632476056c675300f8c4fc87,"","A full service management consultancy led by Stephen A. Crystal focused on igaming, casinos, sports wagering, technology, finance, legal, esports and mobile verticals within the casino and gaming industry in the USA & worldwide. Offices in Las Vegas, NV, Calgary, Canada & London, U.K.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6311291d8318b800018f47fe/picture
"Inspired Entertainment, Inc.",Inspired Entertainment,Cold,bet - estudo,220,gambling & casinos,"","",http://www.linkedin.com/company/inspired-entertainment-inc,"","","",New York,New York,United States,"","New York, New York, United States","server based gaming, virtual sports betting, video lottery terminals, slots, mobile gaming, electronic table gaming","","","","","","","","","",632476112abd3800f8de9e8d,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c7b94ba8613000150c5e4/picture
SharpRank,SharpRank,Cold,bet - estudo,16,information technology & services,"",http://www.sharprank.com,http://www.linkedin.com/company/sharprank,https://www.facebook.com/sharprank1,https://twitter.com/Sharp_Rank,Baltimore St,Kensington,Maryland,United States,20895,"Baltimore St, Kensington, Maryland, United States, 20895","sports, sports data, sports analytics, sports betting, sports picks, sports forecasting, college football, nfl, mlb, sports personalities, nhl, nba, pga",'+1 561-246-0801,"The independent ratings agency for the sports betting industry, utilizing the only cross-sport performance ranking algorithm.","Outlook, Microsoft Azure Hosting, Create React App, Microsoft Azure, Microsoft-IIS, Google Tag Manager, Google Plus, Google Font API, Bootstrap Framework, Mobile Friendly, ASP.NET, Google AdSense, Google Play","","","","","","",632476237b7ad700cb9f42c1,"","SharpRank is committed to providing the best independent, cross-sport performance ranking system and ratings agency for sports bettors (""Sharps"").

By leveraging our proprietary performance ranking algorithm, we generate a Sharp's rating, providing easily digestible data and metrics for the fans.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631cb0e61f900a00010c2d27/picture
Pro2punter Sports Betting Tips,Pro2punter Sports Betting Tips,Cold,bet - estudo,1,gambling & casinos,"",http://www.pro2punter.com,http://www.linkedin.com/company/pro2punter,"","",7 Webb's Road,London,England,United Kingdom,SW11 1XJ,"7 Webb's Road, London, England, United Kingdom, SW11 1XJ","gambling, betting, free sports tips, sports, football, cycling, horse racing, tennis, cricket, rugby union, rugby league, boxing, darts","",This domain may be for sale!,"Google AdSense, Nginx, WordPress.org, Google Font API, Mobile Friendly","","","","","","",63247635ac48f300a3553c5f,"","Professional gamblers & expert insiders giving you EXPERT TIPS on Horse Racing, Football, Golf, Darts, F1 & more! 

We are a sports tipping company with a difference. We offer great tips on a huge variety of sports, not just 1 or 2. Our level of expertise is unsurpassed.

Between us we have over 40 years of experience in the gambling industry. We have worked as odds compilers, traders, tipsters and professional gamblers. 

Over the years we have established a comprehensive network of contacts, software, alerts and mechanisms all helping us get that all important edge.

And at pro2punter we strive to find you the best prices and the biggest winners. For free. Follow our daily tips on Facebook, Twitter and our site.

https://www.facebook.com/pro2punter/
@pro2punter
www.pro2punter.com",2014,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62d6ce6eb72b4000016ac15f/picture
Fandem,Fandem,Cold,bet - estudo,7,information technology & services,"",http://www.fandem.com,http://www.linkedin.com/company/fandem,https://www.facebook.com/JoinFandem/,https://twitter.com/joinfandem,"",Cleveland,Ohio,United States,"","Cleveland, Ohio, United States","marketing, advertising, sports, technology, athletes, machine learning, predictive analytics, blockchain, nft, fantasy sports, betting, gambling","","","Gmail, Google Apps, WordPress.org, Apache, reCAPTCHA, Google Font API, Mobile Friendly, Google Tag Manager, Google Frontend (Webserver)","","","","","","",6324763ff83c0f00a338e489,"","Building the Future of the Fan Experience. 

Fandem builds cool stuff on the blockchain. We do NFTs and things.

We partner with the most forward-thinking global IP rights owners across sports, gaming, and entertainment, to create their NFT marketplaces. 

Why Fandem?

No Assembly Required.

We've built the pipes, the tech, and all the other buzz-wordy things to efficiently get you to market with the best version of your branded NFT experience.

Batteries Included.

We're your partner in crime. We handle the strategy, design, development, and community management of your NFT product.

But Wait, There's More.

Beyond blockchain stuff, our engineers can do machine learning, AI, game development, etcetera, etcetera.",2020,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630ce4ecb568ac00015b9efc/picture
Bet247,Bet247,Cold,bet - estudo,0,gambling & casinos,"",http://www.bet247.com.au,http://www.linkedin.com/company/bet247,"","",St Kilda Rd,Melbourne,Victoria,Australia,3004,"St Kilda Rd, Melbourne, Victoria, Australia, 3004","online betting, sports betting, online betting & sports betting, online betting sports betting","","",Microsoft-IIS,"","","","","","",6324764bca902400cd882dc8,"","Bursting onto the global sports betting scene in 2009, Bet247 is fast becoming one of the most recognised and respected online wagering brands in Australia. As a dynamic and fast paced company, Bet247 offers a fresh betting experience for all punters.",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/605ac5f7cd675c0001443e9e/picture
Betadvisor.com,Betadvisor.com,Cold,bet - estudo,41,sports,"",http://www.betadvisor.com,http://www.linkedin.com/company/betadvisor-com,"",http://twitter.com/Betadvisor,4 Chartfield Avenue,London,England,United Kingdom,SW15 6HD,"4 Chartfield Avenue, London, England, United Kingdom, SW15 6HD","sales & marketing, sports, journalism, advice, news, media, professional sports analysis, sports betting tips, sports investing, tipsters, affiliate, sportsbetting, gaming, jobs","","Betadvisor premium sports betting tips from experts. Odds comparison, manage your bet, tipster competition, free bets.","Twitter Widgets, Facebook Widget, Google Tag Manager, Nginx, Google Plus, Mobile Friendly, Twitter Advertising, WordPress.org, Facebook Custom Audiences, Facebook Login (Connect)","","","","",14800000,"",6324765405781700cb7b9543,"","BetAdvisor.com has created the ideal investment platform for sports betting.

BA tests and recruits new tipsters to ensure that only the very best are chosen to provide analysis and selections for their clients.

In the volatile world of sports betting, BetAdvisor provides a level of confidence that cannot be matched.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62e3dedb4a47540001a5f4b5/picture
Bookmaker.com.au Pty Ltd,Bookmaker.com.au,Cold,bet - estudo,3,gambling & casinos,"",http://www.bookmaker.com.au,http://www.linkedin.com/company/bookmaker-com-au-pty-ltd,"","","","","",Australia,"",Australia,sports betting & racing betting,"","Bet on Horse Racing, AFL, NRL & Sports with Bookmaker. 60 Second Quick & Easy Signup","Cloudflare DNS, Rackspace MailGun, Outlook, CloudFlare Hosting, Salesforce, Salesforce Live Agent, React, Google Font API, Adobe Media Optimizer, Google Tag Manager, Mobile Friendly, Google Play","","","","","","",63247669ac48f300a3553e05,"","Bookmaker.com.au is an online sports betting agency. Visit our website to see our unique betting features such as Quickbet - the fastest way to bet online, Pick Your Own Odds(tm) the Patent Pending betting product where you can literally pick your own odds.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/62d812ab33ad2e00014aa0ad/picture
TXODDS (UK) Limited,TXODDS Limited,Cold,bet - estudo,38,information technology & services,"",http://www.txodds.net,http://www.linkedin.com/company/txodds,https://facebook.com/TxOddsMoves/,https://twitter.com/TXODDSOfficial,116 Goswell Road,London,England,United Kingdom,EC1V 7DP,"116 Goswell Road, London, England, United Kingdom, EC1V 7DP","real time sports betting odds data api, realtime odds alert notifications, rapi for historical odds data, pregame & inplay odds data feeds in api, xml, json, algorithmic trading other sports trading models, timestamped odds archive from 250 bookmakers",'+44 844 826 5280,"TXODDS is dedicated to a culture of innovation and intelligent system development, delivering fast, accurate odds to the global sports betting industry.","DNS Made Easy, Outlook, Microsoft Office 365, Grafana, StatusPage IO, Atlassian Cloud, JQuery 1.11.1, Apache, Google Font API, WordPress.org, Google Play, Google Tag Manager, Mobile Friendly","","","","",5900000,"",63247669ac48f300a3553e0d,7900,"TXODDS is a data company specialised in the aggregation and global distribution of real time sports betting odds. 

Working with many of the industry's biggest names our services are in use at the front line of trading rooms globally, where the focus lies on real time, accurate and relevant data. 

Our suite of services comprises the TXAPI, TXLAB and TXTRADER, and includes the world's most comprehensive sports betting odds data archive - stored in mechanisms for easy retrieval for further historical analysis and modelling purposes.

We work closely with clients from startups to web giants, to provide custom betting data solutions that enhance their existing trading systems - covering a wide range of sports including football, tennis, basketball, American sports, volleyball, handball, hockey, darts, boxing and golf. 

Our team is happy to talk through potential sports data projects and opportunities, so if you'd like to discuss - contact us now at txodds.com.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6316e1d64052a60001a7dc8f/picture
