Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Logo Url
My own,My own,Active Opportunity,learning - estudo,54,e-learning,"",http://www.myon.com,http://www.linkedin.com/company/myon,https://facebook.com/myONFanClub/,https://twitter.com/myONreader,"","","","","","","personalized learning environments, ebooks, lexile, accelerated reading, digital books, literacy solutions, common core state standards",'+1 888-728-1266,"myON reader personalizes reading for students by recommending books based on their interests, reading level, and ratings of books they've read . myON reader tracks book usage and reading growth over time and can project a student’s future reading score based on their current reading activities within the system.","Route 53, Mailchimp Mandrill, Outlook, Pardot, Microsoft Office 365, Amazon AWS, Google Tag Manager, Nginx","","","","",4100000,"",62bfdb37d69da60001b2b8f1,"7373, 7372","myON is now part of Renaissance!

As a global leader in assessment, reading, and math solutions for pre-K–12 schools and districts, Renaissance is committed to providing educators with insights and resources to accelerate growth and help all students build a strong foundation for success. Renaissance solutions are used in over one-third of US schools and in more than 100 countries worldwide.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/630c623fd46ac40001ad7c54/picture
Instituto SC,Instituto SC,Cold,learning - estudo,42,e-learning,"",http://www.institutosc.com.br,http://www.linkedin.com/company/instituto-santa-catarina,https://www.facebook.com/institutosc,https://twitter.com/institutosc,"",Itajaí,Santa Catarina,Brazil,"","Itajaí, Santa Catarina, Brazil","","","Cursos Online de NR 10, NR 12, NR 33, NR 35, CIPA e outros cursos relacionados a segurança do trabalho reconhecidos pelo MEC você encontra aqui no ISC.","Route 53, Google Font API, Google Tag Manager, Bootstrap Framework, Facebook Custom Audiences, Nginx, Apache, YouTube, Mobile Friendly, Ubuntu, Facebook Widget, Facebook Login (Connect), reCAPTCHA","","","","","","",6279bf2bce4241000104b0c3,"","O Instituto Santa Catarina, surgiu em 2009, fruto das experiências vividas e do conhecimento adquirido por seus sócios, durante vários anos, atuando como professores e coordenadores de instituições de educação regular e profissional em ambientes públicos e privado.

Com o objetivo de ser uma alternativa a mais na busca do conhecimento, compartilhamos informações, repassamos conteúdos técnicos de modo a ampliar o horizonte e tornar nossos alunos, profissionais melhores nas suas atribuições, com isso, proporcionando melhor qualidade de vida. Atuamos no ramo da educação profissional, presencial e à distância. Nossa busca incessante é a satisfação plena de nossos clientes, para isso ouvimos, observamos, analisamos e agimos. Temos cursos de prevenção de acidentes de origem elétrica (curso NR 10), de trabalho em altura (curso NR 35), de maquinas e equipamentos (curso NR 12), curso da CIPA e outros cursos relacionados a Segurança do Trabalho.",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6272a8f0b3cd7100010c2cbb/picture
K12,K12,Cold,"Consumer Goods, learning - estudo",2800,e-learning,wladimir.barros@paylivre.com,http://www.k12.com,http://www.linkedin.com/company/k12,https://facebook.com/K12inc,https://twitter.com/K12Learn,2300 Corporate Park Drive,Herndon,Virginia,United States,20171,"2300 Corporate Park Drive, Herndon, Virginia, United States, 20171","education, curriculum development, virtual school, online education, online school, public school, private school, charter school, blended learning, personalized learning, online learning, career technical education, school choice, dual credit",'+1 866-968-7512,K12 Private Academy is a fully accredited online private school for grades K–12. Students can earn a U.S. diploma from anywhere in the world. Enroll today!,"Route 53, Outlook, Microsoft Office 365, Amazon AWS, Vidyard, Backbone JS Library, Drupal, Adobe CQ, Salesforce, Adobe Marketing Cloud, NetSuite, Omniture (Adobe), WP Engine, Jira, Atlassian Confluence, Salesforce Live Agent, React Redux, Bing Ads, Facebook Login (Connect), Linkshare, Tealium, Google Tag Manager, WordPress.org, Facebook Widget, Mobile Friendly, Tint, CrazyEgg, Google Play, Yahoo Analytics, Apache, UltiPro, Marketo, Google translate widget, New Relic, Bootstrap Framework, ON24, Nginx, Typekit, Amadesa, YouTube, TribalFusion, MotionPoint, Teads, Google Analytics, Google Font API, iTunes, Adobe Media Optimizer, DoubleClick, Scene7, Hotjar, RocketFuel, LiveChat, Shopify, Taboola",478000000,Debt Financing,360000000,2020-08-01,1400000000,"",627d6bd6a12a700001f2457f,8200,"K12 is an online education firm that provides live lectures, study materials and courses for high, middle and elementary school students.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b7ab04047360001d43e6e/picture
Imagine Learning,Imagine Learning,Cold,"Consumer Goods, learning - estudo",1200,e-learning,wladimir.barros@paylivre.com,http://www.imaginelearning.com,http://www.linkedin.com/company/imagine-learning,http://www.facebook.com/ThinkThroughMath,http://www.twitter.com/ThinkThruMath,8860 E Chaparral Rd,Scottsdale,Arizona,United States,85250-2610,"8860 E Chaparral Rd, Scottsdale, Arizona, United States, 85250-2610","education, language & literacy instruction, english language learners, struggling readers, students with disabilities, early childhood education, wida correlated, differentiated instruction, multisensory instruction, response to intervention, common core, lexile measures, quantile measures, math fluency, digital math instruction, state standards correlation, teks, stem, assessment, early learners",'+1 801-377-5071,"","NetSuite, Amazon CloudFront, Route 53, Amazon SES, Sendgrid, Mimecast, Microsoft Office 365, Zendesk, Amazon AWS, Microsoft Azure Hosting, Gmail, Amazon Elastic Load Balancer, Google Apps, Mailchimp Mandrill, Outlook, Pardot, MailChimp SPF, Rackspace Email, Eloqua, Marketo, Drupal, Stripe, StatusPage IO, Hubspot, VueJS, WP Engine, Atlassian Cloud, AWS SDK for JavaScript, React Redux, Resumator, Pantheon, Citrix, New Relic, Mobile Friendly, Ubuntu, Google Tag Manager, Facebook Custom Audiences, Typekit, Nginx, Wistia, Vimeo, Google Font API, WordPress.org, MailChimp, Jobvite, Bootstrap Framework, Varnish, reCAPTCHA, YouTube",12699250,Private Equity,"",2021-02-01,9569000,"",627d6be69a8c57000129f3bc,8200,Imagine Learning empowers educators to inspire breakthrough moments in every student's unique learning journey.,2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631b1075efb169000180fbb9/picture
Six Red Marbles,Six Red Marbles,Cold,"Consumer Goods, learning - estudo",310,e-learning,wladimir.barros@paylivre.com,http://www.sixredmarbles.com,http://www.linkedin.com/company/six-red-marbles,https://facebook.com/sixredmarbles,https://twitter.com/SixRedMarbles,101 Station Lndg,Medford,Massachusetts,United States,02155-0014,"101 Station Lndg, Medford, Massachusetts, United States, 02155-0014","learning experience design, education consulting, digital media design, k12 content development, curriculum development, online course creation, online course revision, print & digital composition, media object development, art, photo procurement & development, project management, full scale course development, prototyping, copyediting, quality assurance, trade publishing, educational publishing, instructional design, professional development, certification course development",'+1 512-372-4800,"Six Red Marbles designs and develops educational content that engages and inspires for preK–12, adult learning, higher education, or publishing.","Outlook, Microsoft Office 365, Amazon AWS, Drupal, Sage Intacct, Mobile Friendly, Google Tag Manager, Gravity Forms, Ubuntu, Apache, WordPress.org, reCAPTCHA","","","","",30000000,"",627d6bf7c6883700011a93ae,8200,"With a history of innovation, Six Red Marbles is leading the way in the next phase of education. We're designing and developing content and services that truly immerse students and transform them into lifelong learners.

We deliver high-quality educational programs at scale, and have years of experience developing custom materials, courses, and assets that can align with any standard or framework you may have. We have developed thousands of interactive learning programs for schools, publishers, universities and more with the support of our global network of subject matter experts.

We are a company built on constant learning. We don't rely on how we did things years ago, or even yesterday. ""Always a Student""​ means that as a company and as a partner, we always innovate, evolve, optimize and, yes, learn. 

We strive to do right by our people, surrounding ourselves with those who are just as passionate about education as we are. We work hard to understand our clients'​ unique needs and find joy in helping them meet their goals. Our customers come back to us year after year because they know they can count on us.

We're also transparent, collaborative, caring, flexible, tech-forward, and fun to work with. That's how the best work is created and why we deliver with a consistent level of quality time and again.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631ba54b6d4748000139d11d/picture
Ethical Hackers Academy,Ethical Hackers Academy,Cold,learning - estudo,170,e-learning,"",http://www.ethicalhackersacademy.com,http://www.linkedin.com/company/ethical-hackers-academy,https://www.facebook.com/EthicalHackersAcademy,"","",Chennai,Tamil Nadu,India,"","Chennai, Tamil Nadu, India","","",Ethical Hackers Academy is an online community that offers ethical hacking and cyber-security courses for students all around the world. Here you will get the Latest Ethical hacking courses Online for Beginners or followup Hackers.,"Zoho Email, Shopify Product Reviews, Teachable, Google Play, Google Analytics, Shopify, Google Font API, Mobile Friendly, YouTube","","","","","","",63220b082937d000edf82c33,"","Welcome to Ethical Hackers Academy, your number #1 destination for all Cyber Security courses. We're dedicated to providing you the very best courses, with an emphasis on dedication, Quality courses, Support.

Founded in the year 2012 by team of security professionals, Ethical Hackers Academy has come a long way from its beginnings. When we first started out, our passion for Ethical Hackers Academy is to provide best Cyber Security training.

Ethical Hackers Academy is a global E-learning platform dedicated to teach advanced Cyber Security and Ethical Hacking Skills for students from more than 100 countries.",2017,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63174abea3dd56000197c8e3/picture
IXL Learning,IXL Learning,Cold,"Consumer Goods, learning - estudo",4800,e-learning,wladimir.barros@paylivre.com,http://www.ixl.com,http://www.linkedin.com/company/ixl-learning,https://facebook.com/IXL,https://twitter.com/ixllearning,64 Orange Street,Providence,Rhode Island,United States,02903,"64 Orange Street, Providence, Rhode Island, United States, 02903","web based educational software, wwwixlcom, wwwquiacom",'+1 800-100-4265,"IXL is the world's most popular subscription-based learning site for K–12. Used by over 13 million students, IXL provides personalized learning in more than 8,500 topics, covering math, language arts, science, social studies, and Spanish. Interactive questions, awards, and certificates keep kids motivated as they master skills.","Salesforce, Cloudflare DNS, ExactTarget, Gmail, Google Apps, Greenhouse.io, CloudFlare Hosting, React Redux, Google Analytics, Mobile Friendly, Google Tag Manager, Silverpop","","","","",90000000,"",627d6bd6a12a700001f2457e,8200,"At IXL Learning, we are passionate about improving learning for all. We apply technology in thoughtful and innovative ways to unlock students' innate curiosity, creativity, and desire for knowledge.

IXL's award-winning personalized learning platform is used by more than 13 million students worldwide. With a comprehensive K-12 curriculum, individualized guidance, and real-time analytics, IXL meets the unique needs of each learner. And with over 100 billion questions asked and answered around the world, IXL is helping schools successfully use technology to improve teaching and learning. 

Studies have shown that IXL leads to higher test scores, predicts success, and benefits all students. Learn more about how IXL accelerates learning at: www.ixl.com/research   

IXL Learning's other products include Rosetta Stone, the world's leading language learning program; Vocabulary.com, the educational destination for improving literacy skills; Education.com, the most comprehensive library of learning activities for K-8 students; Wyzant, the nation's largest tutoring network; and ABCya, the creator of over 300 educational computer games and apps for kids.

Hear what our employees love about working at IXL:

""At IXL, I take pride in knowing that the code we deliver helps educators and parents better understand how their children are learning. I love that my friends and family can understand the positive impact we have, whether or not they have any technical background. It's motivating to work on a team with supportive and highly capable coworkers who genuinely care about each other, the product, and our customers.""​ - Adam Singer, Engineering Project Lead

""I'm working with like-minded and different-minded peers to improve a part of our education system, something that I'm immensely invested in. Solving engineering challenges to continually improve our product, along with the people (and perks!) I encounter really keep me engaged in my work.""​ - Jestin Ma, Software Engineer",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/631c1c1fce9a8100019410ae/picture
DreamBox Learning,DreamBox Learning,Cold,"Consumer Goods, learning - estudo",440,e-learning,wladimir.barros@paylivre.com,http://www.dreambox.com,http://www.linkedin.com/company/dreambox-learning,http://www.facebook.com/dreamboxlearn,http://www.twitter.com/DreamBox_Learn,305 108th Avenue Northeast,Bellevue,Washington,United States,98004,"305 108th Avenue Northeast, Bellevue, Washington, United States, 98004","education, software, education technology, information technology, k8 online math, supplemental curriculum, intelligent adaptive learning, blended learning, personalized learning, professional development",'+1 425-637-8900,DreamBox personalized math and reading solutions are proven to rapidly accelerate learning for K-12 students,"Amazon CloudFront, Salesforce, Route 53, Amazon SES, Outlook, Amazon Elastic Load Balancer, Marketo, Amazon AWS, WP Engine, Atlassian Cloud, Salesforce Live Agent, WordPress.org, Google Tag Manager, Google Font API, Bootstrap Framework, Mobile Friendly, Nginx, Google Analytics, Typekit, Wistia, Ruby On Rails",168492540,Series C,130000000,2018-07-31,100000000,"",627d6bde9ac54a0001cd1cec,"8200, 8200",DreamBox is a Washington-based E-learning platform that provides mathematics courses and programs for elementary and middle school level students.,2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63126e339c603400017d0a2e/picture
Scaler,Scaler,Cold,"joao, learning - estudo",1400,e-learning,wladimir.barros@paylivre.com,http://www.scaler.com,http://www.linkedin.com/company/scaleracademy,https://facebook.com/scaleracademy,https://twitter.com/scaleracademy,"",Bengaluru,Karnataka,India,560001,"Bengaluru, Karnataka, India, 560001","upskilling, coding, software engineering, skill development, learn coding, tech jobs, online learning, programming, tech skills, software development, data structure algorithm, artificial intelligence, machine learning",'+91 79724 04637,"","Route 53, Amazon SES, Gmail, Google Apps, Microsoft Office 365, Amazon AWS",76500000,Series B,55000000,2022-01-01,3500000,"",62852925dd236b0001bfa9f3,"",Scaler Academy is an India-based E-learning platform that provides courses on coding and data science for students and professionals.,2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/624f45069e696000012e0bbb/picture
Marie,Marie,Cold,learning - estudo,25,e-learning,"",http://www.marieforleo.com,http://www.linkedin.com/company/marie-forleo-international,"","","","","","","","","","","Marie Forleo, named by Oprah as a thought leader for the next generation, shows you practical ways to become the person you most want to be.","Cloudflare DNS, Mailchimp Mandrill, Sendgrid, Gmail, Google Apps, Amazon AWS, Mobile Friendly, Visual Website Optimizer, Varnish, WordPress.org, Vimeo, Hotjar, Google Tag Manager, ShareThis, Disqus, Google Analytics, Typekit, Gravity Forms, YouTube, Ambassador","","","","",11900000,"",62a79ad36111a4000152d972,"","Marie Forleo International is a socially conscious digital empire founded by #1 New York Times bestselling author and one of the most sought-after motivational coaches in the world, Marie Forleo. Our mission is to give people the tools they need to change their lives. We do this through our award-winning show MarieTV, The Marie Forleo Podcast and our online training programs like B-School and The Copy Cure.

We believe in the power of personal growth, laughter and life-long learning. Our motto is ""everything is figureoutable,"" and we're dedicated to helping millions of big-hearted dreamers use their gifts to change the world. 

We hire people who are motivated by our mission and passionate about creating positive change. Our team is remotely distributed; we care more about your work ethic and attitude than your location.

How we roll:
*Full autonomy over where you work, what you wear and which pet sits at your feet
*Paid medical and dental insurance, plus $1,500 HSA deposit 
*Flexible Spending Account for health insurance and childcare
*4 weeks company closure time off (exact dates determined by company)
*10 days PTO
*Paid holidays
*5 sick days
*3 inspiration days to use as you choose
*401(k) + company match 
*Paid parental leave
*A family of colleagues who will make you laugh and support you every step of the way
 
Marie Forleo International is an equal opportunity employer. We firmly believe that our work is at its best when everyone feels free to be themselves.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63200a5537ea95000126ff13/picture
Rosalind,Rosalind,Cold,learning - estudo,4,e-learning,"",http://www.rosalind.info,http://www.linkedin.com/company/rosalind,https://www.facebook.com/pages/Rosalind/430419800314316,https://twitter.com/ProjectRosalind,"","","","","","",programming education & bioinformatics,"","","Microsoft Azure Hosting, Mobile Friendly, Google Analytics, Nginx","","","","",245000,"",62a79ad36111a4000152d996,"","Rosalind is an online project for learning bioinformatics through computational problem solving.  Problems are arranged into a learning tree that builds up users' biological and computational knowledge concurrently.

Rosalind also can be used for automated homework testing and will feature in Coursera's first course on bioinformatics.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6315b609037b9d0001145e3a/picture
Marie,Marie,Cold,learning - estudo,25,e-learning,"",http://www.marieforleo.com,http://www.linkedin.com/company/marie-forleo-international,"","","","","","","","","","","Marie Forleo, named by Oprah as a thought leader for the next generation, shows you practical ways to become the person you most want to be.","Cloudflare DNS, Mailchimp Mandrill, Sendgrid, Gmail, Google Apps, Amazon AWS, Mobile Friendly, Visual Website Optimizer, Varnish, WordPress.org, Vimeo, Hotjar, Google Tag Manager, ShareThis, Disqus, Google Analytics, Typekit, Gravity Forms, YouTube, Ambassador","","","","",11900000,"",62a79ae86111a4000152fa62,"","Marie Forleo International is a socially conscious digital empire founded by #1 New York Times bestselling author and one of the most sought-after motivational coaches in the world, Marie Forleo. Our mission is to give people the tools they need to change their lives. We do this through our award-winning show MarieTV, The Marie Forleo Podcast and our online training programs like B-School and The Copy Cure.

We believe in the power of personal growth, laughter and life-long learning. Our motto is ""everything is figureoutable,"" and we're dedicated to helping millions of big-hearted dreamers use their gifts to change the world. 

We hire people who are motivated by our mission and passionate about creating positive change. Our team is remotely distributed; we care more about your work ethic and attitude than your location.

How we roll:
*Full autonomy over where you work, what you wear and which pet sits at your feet
*Paid medical and dental insurance, plus $1,500 HSA deposit 
*Flexible Spending Account for health insurance and childcare
*4 weeks company closure time off (exact dates determined by company)
*10 days PTO
*Paid holidays
*5 sick days
*3 inspiration days to use as you choose
*401(k) + company match 
*Paid parental leave
*A family of colleagues who will make you laugh and support you every step of the way
 
Marie Forleo International is an equal opportunity employer. We firmly believe that our work is at its best when everyone feels free to be themselves.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63200a5537ea95000126ff13/picture
Udemy Free Courses,Udemy Free Courses,Cold,learning - estudo,76,e-learning,"",http://www.scholarships4is.com,http://www.linkedin.com/company/lorebeam,"","","",Milan,Lombardy,Italy,"","Milan, Lombardy, Italy","","","Scholarships, Internships, Volunteer, Online courses or Articles","Cloudflare DNS, CloudFlare Hosting, WordPress.org, Google Custom Search, Google Tag Manager, Google Analytics, Google AdSense, Mobile Friendly, Taleo","","","","","","",63220b082937d000edf82c3a,"",Free Udemy Courses,2018,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/623d4acbe58e2a0001a4835c/picture
